"seq_pre_venda";"dta_emissao";"hra_emissao";"cod_pessoa_cliente";"cod_pessoa_representante";"val_total_pre_venda";"ind_status"
33.658;10/01/2017 00:00;"16:36";2.647;19;10172,4;"FA"
33.657;10/01/2017 00:00;"16:34";333;1.534;1157,22;"FA"
33.653;10/01/2017 00:00;"16:23";967;19;15261,62;"FA"
33.667;10/01/2017 00:00;"17:02";2.805;2.300;300;"FA"
33.659;10/01/2017 00:00;"16:37";945;1.534;5361;"FA"
33.670;10/01/2017 00:00;"17:06";1.732;19;1664,76;"CC"
45.920;16/06/2017 00:00;"14:26";3.414;3.049;482,7;"FA"
45.919;16/06/2017 00:00;"14:52";64;18;191,04;"FA"
45.914;16/06/2017 00:00;"13:41";967;19;9040,8;"FA"
33.857;13/01/2017 00:00;"09:11";1.259;1.568;214,6;"FA"
45.921;16/06/2017 00:00;"14:37";3.415;685;255;"FA"
45.923;16/06/2017 00:00;"14:40";1.852;19;8215,56;"FA"
33.854;13/01/2017 00:00;"08:59";1.053;1.568;242,74;"FA"
45.922;16/06/2017 00:00;"14:38";3.214;1.559;4900;"FA"
45.925;16/06/2017 00:00;"14:52";1.851;19;601,2;"FA"
33.677;10/01/2017 00:00;"17:13";2.138;2.481;547,63;"CC"
33.666;10/01/2017 00:00;"17:00";2.139;2.481;1373,52;"FA"
33.674;10/01/2017 00:00;"17:10";1.624;18;1244,28;"FA"
33.676;10/01/2017 00:00;"17:13";2.019;18;216,71;"FA"
33.679;10/01/2017 00:00;"17:25";183;2.182;1986,3;"FA"
33.662;10/01/2017 00:00;"16:46";1.183;19;8898;"FA"
33.858;13/01/2017 00:00;"09:13";397;2.300;397,8;"FA"
33.860;13/01/2017 00:00;"09:37";261;18;413,14;"FA"
33.861;13/01/2017 00:00;"09:43";1.865;2.300;625,5;"FA"
45.932;16/06/2017 00:00;"15:13";2.447;2.300;328,71;"FA"
45.924;16/06/2017 00:00;"15:15";889;18;638,4;"FA"
33.865;13/01/2017 00:00;"09:47";2.216;2.182;342;"FA"
33.859;13/01/2017 00:00;"09:29";563;2.182;1218,81;"FA"
33.669;10/01/2017 00:00;"17:05";1.373;18;638,52;"FA"
33.671;10/01/2017 00:00;"17:06";260;2.300;315,6;"FA"
33.863;13/01/2017 00:00;"09:46";1.331;2.300;300;"FA"
33.864;13/01/2017 00:00;"09:47";1.297;1.568;246,64;"FA"
33.867;13/01/2017 00:00;"09:59";964;1.568;664;"FA"
33.862;13/01/2017 00:00;"09:44";1.688;19;6480;"FA"
33.866;13/01/2017 00:00;"09:55";2.420;2.182;248,29;"FA"
33.868;13/01/2017 00:00;"10:04";725;18;1138,8;"FA"
45.928;16/06/2017 00:00;"15:00";3.417;685;60;"FA"
45.927;16/06/2017 00:00;"14:57";3.417;685;140;"FA"
45.918;16/06/2017 00:00;"14:03";444;2.300;1111,88;"FA"
45.946;16/06/2017 00:00;"15:27";2.891;19;562,68;"FA"
45.929;16/06/2017 00:00;"15:06";1.395;2.300;61;"FA"
33.681;10/01/2017 00:00;"17:32";174;2.182;2330,45;"FA"
33.678;10/01/2017 00:00;"17:15";1.736;1.559;430,56;"FA"
33.675;10/01/2017 00:00;"17:12";2.141;19;690;"FA"
33.873;13/01/2017 00:00;"10:14";2.017;2.300;200,38;"FA"
33.684;10/01/2017 00:00;"17:43";1.262;2.300;234,6;"FA"
33.652;10/01/2017 00:00;"16:21";795;1.559;1045,2;"FA"
33.870;13/01/2017 00:00;"10:11";1.790;18;1800;"FA"
33.869;13/01/2017 00:00;"10:07";2.551;2.300;315;"FA"
45.931;16/06/2017 00:00;"15:11";2.635;2.182;1124,02;"FA"
33.985;13/01/2017 00:00;"17:25";2.604;685;40;"FA"
33.673;10/01/2017 00:00;"17:09";1.837;19;1299,48;"CC"
33.996;13/01/2017 00:00;"17:31";64;1.568;198,52;"FA"
34.003;13/01/2017 00:00;"17:40";2.696;18;979,17;"FA"
45.940;14/06/2017 00:00;"15:22";1;685;618;"FA"
45.943;14/06/2017 00:00;"15:24";1;685;105;"FA"
45.944;16/06/2017 00:00;"15:24";995;19;1849;"FA"
45.930;16/06/2017 00:00;"15:34";957;18;650,46;"FA"
45.945;16/06/2017 00:00;"15:26";3.418;2.481;228,01;"FA"
45.933;16/06/2017 00:00;"15:14";616;2.481;1728,94;"FA"
45.942;16/06/2017 00:00;"15:21";1.918;19;1980,95;"FA"
45.934;16/06/2017 00:00;"15:15";823;19;8841,03;"FA"
45.941;16/06/2017 00:00;"15:20";1.319;2.182;715,68;"FA"
45.935;16/06/2017 00:00;"15:15";3.098;2.182;196,29;"FA"
45.939;16/06/2017 00:00;"15:17";963;19;233,22;"FA"
45.936;16/06/2017 00:00;"15:16";962;19;879;"FA"
45.937;16/06/2017 00:00;"15:17";2.233;2.481;153,05;"FA"
45.938;16/06/2017 00:00;"15:18";260;2.300;441,2;"FA"
45.947;16/06/2017 00:00;"15:37";3.038;1.559;1339,2;"FA"
33.680;10/01/2017 00:00;"17:30";559;18;634,4;"FA"
33.508;09/01/2017 00:00;"14:38";1.019;19;2936,88;"FA"
33.878;13/01/2017 00:00;"10:35";249;1.568;332,8;"FA"
33.521;09/01/2017 00:00;"15:33";2.821;49;12010,66;"FA"
33.612;10/01/2017 00:00;"11:35";1.053;1.568;276,44;"FA"
33.685;10/01/2017 00:00;"18:54";2.491;93;350,04;"CC"
33.872;13/01/2017 00:00;"10:13";331;1.534;214,78;"FA"
33.875;13/01/2017 00:00;"10:17";993;2.182;227;"FA"
33.877;13/01/2017 00:00;"10:29";953;1.568;63,55;"FA"
33.871;13/01/2017 00:00;"10:12";342;1.534;430,08;"FA"
33.881;13/01/2017 00:00;"10:37";1.044;2.300;209,45;"FA"
33.880;13/01/2017 00:00;"10:37";955;1.534;367,86;"FA"
33.879;13/01/2017 00:00;"10:37";2.490;2.182;208,8;"FA"
45.949;14/06/2017 00:00;"15:45";1;685;294,77;"FA"
32.999;02/01/2017 00:00;"11:28";631;2.300;217,8;"FA"
32.998;02/01/2017 00:00;"11:08";1.019;19;1100;"FA"
45.951;16/06/2017 00:00;"15:51";867;3.049;190,95;"FA"
45.948;16/06/2017 00:00;"15:42";2.135;2.481;1800,01;"FA"
33.024;02/01/2017 00:00;"16:02";2.533;1.534;232,42;"FA"
33.005;02/01/2017 00:00;"12:50";424;1.568;539,4;"FA"
33.002;02/01/2017 00:00;"12:30";960;2.481;284,16;"FA"
33.003;02/01/2017 00:00;"12:32";2.275;1.568;59,5;"FA"
33.000;02/01/2017 00:00;"12:00";977;19;1972,32;"FA"
33.028;02/01/2017 00:00;"16:41";2.157;1.568;185,39;"FA"
33.031;02/01/2017 00:00;"16:50";2.538;2.182;315;"FA"
33.022;02/01/2017 00:00;"15:52";965;1.568;119,4;"FA"
45.897;16/06/2017 00:00;"13:01";3.410;3.231;3163,92;"FA"
33.032;02/01/2017 00:00;"16:53";2.490;2.182;420;"FA"
33.029;02/01/2017 00:00;"16:47";2.486;2.182;266,88;"FA"
33.034;02/01/2017 00:00;"16:58";420;2.182;711,54;"FA"
33.027;02/01/2017 00:00;"16:38";246;2.182;1966,77;"FA"
45.950;16/06/2017 00:00;"15:49";2.806;2.300;170;"FA"
33.011;02/01/2017 00:00;"14:02";652;1.534;421,56;"FA"
33.021;02/01/2017 00:00;"15:42";255;2.300;213,84;"CC"
33.007;02/01/2017 00:00;"13:16";2.626;2.481;227,48;"FA"
33.008;02/01/2017 00:00;"13:27";86;1.534;2120;"FA"
33.006;02/01/2017 00:00;"13:10";390;1.534;221,65;"FA"
33.004;02/01/2017 00:00;"12:41";1.018;19;1378;"FA"
33.020;02/01/2017 00:00;"15:30";1.462;2.300;228,27;"FA"
33.014;02/01/2017 00:00;"14:29";1.019;19;255;"FA"
33.013;02/01/2017 00:00;"14:17";2.497;2.300;217,92;"FA"
33.017;02/01/2017 00:00;"14:43";2.421;2.182;401,75;"FA"
33.019;02/01/2017 00:00;"15:19";263;2.300;270,37;"FA"
45.952;16/06/2017 00:00;"15:49";1.609;1.559;4177,01;"FA"
33.023;02/01/2017 00:00;"15:58";1.463;2.300;266,97;"CC"
33.009;02/01/2017 00:00;"13:45";2.385;2.481;3657;"FA"
33.018;02/01/2017 00:00;"14:58";1.183;19;2547;"FA"
33.015;02/01/2017 00:00;"14:31";977;19;1275;"FA"
33.010;02/01/2017 00:00;"13:46";981;19;3422,5;"FA"
33.012;02/01/2017 00:00;"14:02";979;19;982,12;"FA"
33.025;02/01/2017 00:00;"16:04";2.692;2.481;388,7;"FA"
33.030;02/01/2017 00:00;"16:49";2.535;2.182;1117,8;"FA"
45.955;14/06/2017 00:00;"15:55";1;685;75,48;"FA"
45.959;16/06/2017 00:00;"16:13";1.565;2.300;1192,23;"FA"
45.960;16/06/2017 00:00;"16:14";591;19;151,8;"FA"
33.035;02/01/2017 00:00;"17:04";1.642;2.481;499,65;"FA"
33.037;02/01/2017 00:00;"17:18";2.366;2.300;368,48;"FA"
33.042;02/01/2017 00:00;"18:20";2.231;19;781;"FA"
33.036;02/01/2017 00:00;"17:10";1.139;2.300;315,88;"FA"
33.041;02/01/2017 00:00;"18:13";1.000;19;2275,8;"FA"
33.039;02/01/2017 00:00;"18:12";2.040;19;1448,16;"FA"
33.046;03/01/2017 00:00;"00:20";1;13;288;"CC"
33.047;03/01/2017 00:00;"08:32";1.259;1.568;140,74;"FA"
33.048;03/01/2017 00:00;"08:33";415;1.568;433,15;"FA"
33.001;02/01/2017 00:00;"12:09";758;17;17934,8;"FA"
33.049;03/01/2017 00:00;"08:49";1.313;1.568;272,26;"FA"
33.050;03/01/2017 00:00;"08:51";758;17;2920;"FA"
33.054;03/01/2017 00:00;"09:05";1.624;1.559;1030;"FA"
33.052;03/01/2017 00:00;"09:00";758;17;560;"FA"
33.053;03/01/2017 00:00;"09:01";2.699;1.534;679,2;"FA"
33.051;03/01/2017 00:00;"08:53";767;17;21900;"FA"
34.016;14/01/2017 00:00;"08:17";1.587;1.559;630;"FA"
45.962;14/06/2017 00:00;"16:18";1;685;324,6;"FA"
33.055;03/01/2017 00:00;"09:07";2.566;2.481;205,9;"FA"
33.058;03/01/2017 00:00;"09:34";2.546;2.481;238,98;"FA"
33.059;03/01/2017 00:00;"09:38";2.179;2.481;200;"FA"
33.057;03/01/2017 00:00;"09:28";2.222;1.534;232,86;"FA"
45.963;14/06/2017 00:00;"16:20";1;685;51,77;"FA"
45.953;16/06/2017 00:00;"16:20";2.170;18;4603,63;"FA"
45.956;16/06/2017 00:00;"15:56";3.079;1.559;4475,79;"FA"
33.887;13/01/2017 00:00;"11:09";1.935;1.568;351,17;"FA"
33.682;10/01/2017 00:00;"17:35";246;2.182;717;"FA"
33.886;13/01/2017 00:00;"11:05";823;19;848,8;"FA"
33.882;13/01/2017 00:00;"10:43";2.017;2.300;122,18;"FA"
33.885;13/01/2017 00:00;"11:03";1.573;1.568;701,6;"FA"
33.683;10/01/2017 00:00;"17:39";882;2.481;2070;"FA"
33.888;13/01/2017 00:00;"11:10";1.139;2.300;210;"FA"
33.884;13/01/2017 00:00;"11:00";1.678;2.300;232,2;"FA"
33.876;13/01/2017 00:00;"10:25";529;1.534;630,94;"FA"
33.892;13/01/2017 00:00;"11:24";1.918;19;1134,23;"FA"
33.893;13/01/2017 00:00;"11:27";1.719;1.559;3387,36;"FA"
33.895;13/01/2017 00:00;"11:34";1.870;19;219;"FA"
33.898;13/01/2017 00:00;"11:45";913;2.300;330,75;"FA"
33.902;13/01/2017 00:00;"11:49";1.087;19;1721,68;"FA"
33.883;13/01/2017 00:00;"10:52";398;1.568;108,4;"CC"
45.966;14/06/2017 00:00;"16:28";1;685;68;"FA"
33.061;03/01/2017 00:00;"09:53";1.027;1.568;228,8;"FA"
33.068;03/01/2017 00:00;"10:17";1.272;1.568;163,6;"FA"
33.060;03/01/2017 00:00;"09:45";964;1.568;659,9;"FA"
33.066;03/01/2017 00:00;"10:10";1.520;1.568;190,35;"FA"
33.078;03/01/2017 00:00;"11:28";94;1.559;1386,34;"FA"
33.062;03/01/2017 00:00;"09:55";1.914;2.300;111,7;"FA"
45.961;16/06/2017 00:00;"16:15";297;2.182;720,52;"FA"
33.090;03/01/2017 00:00;"13:25";495;2.300;203,24;"FA"
33.067;03/01/2017 00:00;"10:15";904;1.568;79,4;"FA"
33.076;03/01/2017 00:00;"11:20";978;19;1944,1;"FA"
33.070;03/01/2017 00:00;"10:33";272;1.568;97,1;"FA"
33.074;03/01/2017 00:00;"11:12";784;1.568;411,9;"FA"
33.091;03/01/2017 00:00;"13:28";1.889;19;228;"FA"
33.094;03/01/2017 00:00;"13:33";971;19;960;"FA"
45.967;14/06/2017 00:00;"16:32";1;685;59,4;"FA"
45.954;16/06/2017 00:00;"15:52";563;2.182;1311,19;"FA"
45.926;16/06/2017 00:00;"14:55";1.131;2.481;977,04;"FA"
45.957;16/06/2017 00:00;"16:01";854;2.481;504,01;"FA"
33.071;03/01/2017 00:00;"10:48";527;1.534;325,9;"FA"
33.064;03/01/2017 00:00;"09:59";2.682;2.481;2400;"FA"
33.063;03/01/2017 00:00;"09:56";269;2.300;206;"FA"
33.065;03/01/2017 00:00;"10:06";323;1.534;211,14;"FA"
33.072;03/01/2017 00:00;"10:55";948;2.182;322,8;"FA"
33.069;03/01/2017 00:00;"10:32";993;2.182;354,96;"FA"
33.073;03/01/2017 00:00;"11:02";29;685;4993,29;"FA"
33.077;03/01/2017 00:00;"11:28";1.704;2.182;233,22;"FA"
33.081;03/01/2017 00:00;"11:36";255;2.300;234,52;"CC"
45.965;16/06/2017 00:00;"16:23";3.256;1.559;1080,03;"FA"
45.969;14/06/2017 00:00;"16:35";1;685;217,12;"FA"
45.968;16/06/2017 00:00;"17:02";748;18;720,24;"FA"
45.970;16/06/2017 00:00;"16:36";1.205;2.182;275,71;"FA"
45.973;14/06/2017 00:00;"16:43";1;685;99,15;"FA"
45.972;16/06/2017 00:00;"16:41";3.056;2.300;453,6;"FA"
45.974;16/06/2017 00:00;"17:11";3.068;18;254,58;"FA"
33.085;03/01/2017 00:00;"11:48";1.463;2.300;211,89;"FA"
45.975;14/06/2017 00:00;"16:49";1;685;27;"FA"
33.686;11/01/2017 00:00;"08:25";953;1.568;68,4;"FA"
33.075;03/01/2017 00:00;"11:19";2.374;1.534;679,2;"FA"
33.687;11/01/2017 00:00;"08:34";960;1.534;310,44;"FA"
33.080;03/01/2017 00:00;"11:33";250;2.182;552,14;"FA"
33.079;03/01/2017 00:00;"11:33";1.404;2.300;388,7;"FA"
33.083;03/01/2017 00:00;"11:45";2.103;2.182;203,52;"FA"
33.688;11/01/2017 00:00;"08:54";2.010;1.568;630;"FA"
33.690;11/01/2017 00:00;"09:06";788;1.568;2556;"FA"
33.890;13/01/2017 00:00;"11:12";962;19;597,6;"FA"
45.977;16/06/2017 00:00;"16:52";1.068;1.568;210;"FA"
45.971;16/06/2017 00:00;"16:40";1.108;19;12389,18;"FA"
45.976;14/06/2017 00:00;"16:51";1;685;210;"FA"
45.979;16/06/2017 00:00;"17:25";387;18;323,99;"FA"
33.088;03/01/2017 00:00;"13:19";1.795;19;570;"FA"
33.086;03/01/2017 00:00;"12:26";921;93;214,76;"FA"
33.084;03/01/2017 00:00;"11:46";1.417;1.559;2486,8;"FA"
33.109;03/01/2017 00:00;"16:27";2.737;685;101,24;"FA"
33.103;03/01/2017 00:00;"14:35";1.160;19;3194,63;"FA"
33.087;03/01/2017 00:00;"12:41";1.904;93;84;"FA"
33.092;03/01/2017 00:00;"13:29";1.134;93;153,74;"FA"
33.113;03/01/2017 00:00;"16:58";2.803;93;431,19;"FA"
33.111;03/01/2017 00:00;"16:35";1.228;2.182;222,96;"FA"
33.115;03/01/2017 00:00;"17:04";195;1.559;984;"FA"
33.129;03/01/2017 00:00;"17:57";1.139;2.300;208;"FA"
33.889;13/01/2017 00:00;"11:11";1.198;22;23900;"FA"
33.096;03/01/2017 00:00;"13:50";1.222;2.300;637;"FA"
33.095;03/01/2017 00:00;"13:49";950;19;1103,52;"FA"
33.089;03/01/2017 00:00;"13:25";2.512;1.559;368;"FA"
33.097;03/01/2017 00:00;"13:59";1.990;2.300;215,1;"FA"
33.100;03/01/2017 00:00;"14:21";182;2.182;219,16;"FA"
33.106;03/01/2017 00:00;"15:22";2.280;19;618;"FA"
33.101;03/01/2017 00:00;"14:28";2.080;19;660;"FA"
33.104;03/01/2017 00:00;"15:02";136;1.534;2385;"FA"
33.107;03/01/2017 00:00;"15:39";307;1.534;233,84;"FA"
33.110;03/01/2017 00:00;"16:33";1.468;1.568;735;"FA"
33.099;03/01/2017 00:00;"14:21";713;1.568;945;"FA"
33.093;03/01/2017 00:00;"13:31";2.647;19;12150;"FA"
45.982;16/06/2017 00:00;"17:01";1.027;3.049;77,74;"FA"
45.980;16/06/2017 00:00;"16:56";1.687;1.559;6904,63;"FA"
36.075;10/02/2017 00:00;"11:15";51;2.481;193,92;"CC"
45.958;16/06/2017 00:00;"16:12";1.563;18;1553,3;"FA"
34.469;20/01/2017 00:00;"16:45";2.375;18;261,34;"FA"
34.495;21/01/2017 00:00;"08:10";953;1.568;97,5;"FA"
45.964;16/06/2017 00:00;"16:21";1.563;18;4647,56;"FA"
45.981;16/06/2017 00:00;"17:28";387;18;569,26;"FA"
45.983;16/06/2017 00:00;"17:41";1.333;18;281,71;"FA"
33.102;03/01/2017 00:00;"14:30";2.565;2.481;1100;"FA"
33.033;02/01/2017 00:00;"16:55";33;22;43776;"FA"
33.105;03/01/2017 00:00;"15:16";2.647;19;1050;"FA"
45.987;16/06/2017 00:00;"17:21";2.975;2.481;480,02;"FA"
45.986;16/06/2017 00:00;"17:49";52;18;743,97;"FA"
45.985;16/06/2017 00:00;"17:17";1.090;2.182;575,23;"FA"
33.689;11/01/2017 00:00;"09:01";1.839;1.534;515,48;"FA"
36.086;10/02/2017 00:00;"12:51";1.885;685;420;"CC"
45.990;14/06/2017 00:00;"17:27";1;685;615,92;"FA"
45.989;16/06/2017 00:00;"17:23";422;2.182;610;"FA"
45.984;16/06/2017 00:00;"17:15";2.216;2.182;570,01;"FA"
45.992;14/06/2017 00:00;"17:30";1;685;289,87;"FA"
45.991;16/06/2017 00:00;"17:56";1.317;18;581,95;"FA"
45.993;16/06/2017 00:00;"17:59";3.349;18;161,1;"FA"
33.116;03/01/2017 00:00;"17:06";201;1.559;1230;"FA"
33.692;11/01/2017 00:00;"09:18";795;1.559;976,8;"CC"
33.112;03/01/2017 00:00;"16:54";902;1.559;724,76;"FA"
33.126;03/01/2017 00:00;"17:38";1.619;2.182;743,46;"FA"
33.119;03/01/2017 00:00;"17:11";561;1.559;492;"FA"
33.108;03/01/2017 00:00;"16:21";136;1.534;1192,5;"FA"
33.121;03/01/2017 00:00;"17:17";1.494;19;6444;"FA"
33.114;03/01/2017 00:00;"17:04";316;2.481;3312;"FA"
33.098;03/01/2017 00:00;"14:19";294;2.182;2112;"FA"
33.127;03/01/2017 00:00;"17:44";2.791;2.481;552,76;"FA"
33.120;03/01/2017 00:00;"17:14";2.619;19;10419;"FA"
33.691;11/01/2017 00:00;"09:10";307;2.300;214,12;"FA"
33.693;11/01/2017 00:00;"09:19";64;18;255,84;"FA"
33.125;03/01/2017 00:00;"17:30";1.619;2.182;1194;"FA"
33.694;11/01/2017 00:00;"09:36";1.702;1.568;72,5;"FA"
33.696;11/01/2017 00:00;"09:47";1.227;1.568;100,5;"FA"
33.622;11/01/2017 00:00;"13:35";323;1.534;1107,48;"CC"
45.994;14/06/2017 00:00;"17:32";1;685;173;"FA"
45.998;16/06/2017 00:00;"17:39";247;2.481;798,08;"FA"
33.122;03/01/2017 00:00;"17:18";1.643;19;406,8;"FA"
33.123;03/01/2017 00:00;"17:19";1.679;2.182;1014,28;"FA"
33.117;03/01/2017 00:00;"17:08";1.144;1.559;984;"FA"
33.697;11/01/2017 00:00;"09:51";298;2.182;410,58;"FA"
33.695;11/01/2017 00:00;"09:37";2.817;18;417,12;"FA"
33.699;11/01/2017 00:00;"10:14";1.709;2.300;259,36;"FA"
33.700;11/01/2017 00:00;"10:25";904;1.568;86,63;"FA"
45.997;14/06/2017 00:00;"17:41";1;685;28,5;"FA"
46.002;14/06/2017 00:00;"17:47";1;685;63,7;"FA"
33.130;03/01/2017 00:00;"17:59";1.004;19;15246,44;"FA"
46.004;16/06/2017 00:00;"17:47";1.262;2.300;303,52;"FA"
33.701;11/01/2017 00:00;"10:27";684;2.182;340,38;"FA"
33.703;11/01/2017 00:00;"10:35";2.460;2.182;465,93;"FA"
33.714;11/01/2017 00:00;"11:26";2.769;2.300;1910,4;"FA"
33.705;11/01/2017 00:00;"10:49";94;1.534;780,85;"FA"
33.131;03/01/2017 00:00;"18:01";1.837;19;1247,96;"FA"
33.707;11/01/2017 00:00;"10:51";77;2.481;358,2;"FA"
33.713;11/01/2017 00:00;"11:25";1.228;2.182;242,05;"FA"
33.710;11/01/2017 00:00;"11:16";2.237;1.568;388,7;"FA"
33.698;11/01/2017 00:00;"10:12";1.931;1.559;1075;"FA"
33.128;03/01/2017 00:00;"17:54";1.141;19;6624;"FA"
46.005;16/06/2017 00:00;"17:50";720;2.300;150,6;"FA"
46.006;14/06/2017 00:00;"17:52";1;685;832,8;"FA"
46.007;14/06/2017 00:00;"17:54";1;685;10;"FA"
33.133;03/01/2017 00:00;"19:09";1.591;685;177,5;"FA"
33.704;11/01/2017 00:00;"10:39";2.538;2.182;469,85;"FA"
33.134;03/01/2017 00:00;"19:46";2.804;49;2120;"FA"
33.706;11/01/2017 00:00;"10:50";2.420;2.182;214,33;"FA"
33.712;11/01/2017 00:00;"11:23";743;2.300;750,06;"FA"
33.874;13/01/2017 00:00;"10:16";243;1.534;1725,79;"FA"
34.006;13/01/2017 00:00;"17:42";2.372;2.182;369;"FA"
33.132;03/01/2017 00:00;"18:51";1.910;22;6996,6;"FA"
33.124;03/01/2017 00:00;"17:28";1.619;2.182;1194;"FA"
33.135;04/01/2017 00:00;"08:58";1.904;1.568;84;"FA"
46.003;16/06/2017 00:00;"17:46";174;2.182;681,6;"FA"
33.142;04/01/2017 00:00;"10:45";497;1.559;254,02;"FA"
33.136;04/01/2017 00:00;"09:06";1.305;2.182;431,9;"FA"
33.137;04/01/2017 00:00;"09:10";170;2.300;243,13;"FA"
33.145;04/01/2017 00:00;"11:01";433;2.182;580,2;"FA"
33.147;04/01/2017 00:00;"11:04";2.082;19;458;"CC"
33.140;04/01/2017 00:00;"10:43";2.420;2.182;204,6;"FA"
46.009;16/06/2017 00:00;"17:56";744;2.300;396,5;"FA"
33.139;04/01/2017 00:00;"10:40";520;1.534;231,56;"FA"
33.141;04/01/2017 00:00;"10:44";420;2.182;388,7;"FA"
33.150;04/01/2017 00:00;"11:21";1.729;19;1727,5;"CC"
33.148;04/01/2017 00:00;"11:10";198;2.182;258,14;"FA"
33.138;04/01/2017 00:00;"09:35";1.067;1.534;226,8;"FA"
33.149;04/01/2017 00:00;"11:13";771;2.300;239,32;"FA"
33.151;04/01/2017 00:00;"11:35";1.709;2.300;122,8;"FA"
33.143;04/01/2017 00:00;"10:47";2.355;19;3657;"CC"
46.010;14/06/2017 00:00;"17:59";1;685;103;"FA"
45.999;16/06/2017 00:00;"17:41";180;2.481;674,09;"FA"
33.152;04/01/2017 00:00;"12:03";2.435;2.481;1798;"FA"
33.159;04/01/2017 00:00;"14:02";2.216;2.182;228;"CC"
33.165;04/01/2017 00:00;"14:38";2.339;2.182;238,8;"CC"
33.158;04/01/2017 00:00;"13:49";564;1.534;3849,85;"FA"
33.162;04/01/2017 00:00;"14:15";2.593;2.481;249;"FA"
33.163;04/01/2017 00:00;"14:20";933;93;143,28;"FA"
33.164;04/01/2017 00:00;"14:27";2.806;1.534;272,09;"FA"
33.192;04/01/2017 00:00;"17:36";1.976;2.300;286,88;"FA"
33.183;04/01/2017 00:00;"16:57";2.010;1.559;315;"FA"
33.160;04/01/2017 00:00;"14:10";1.111;22;27407,03;"FA"
33.190;04/01/2017 00:00;"17:34";2.097;2.481;206;"FA"
33.156;04/01/2017 00:00;"13:30";1.758;19;1154;"CC"
45.996;16/06/2017 00:00;"17:40";964;1.568;620,14;"FA"
46.011;14/06/2017 00:00;"18:01";1;685;47,6;"FA"
33.177;04/01/2017 00:00;"16:36";1.545;2.182;692,11;"FA"
33.155;04/01/2017 00:00;"13:29";1.048;2.300;733,76;"FA"
33.174;04/01/2017 00:00;"16:05";1.627;19;5520;"FA"
33.169;04/01/2017 00:00;"15:17";1.281;2.300;124,56;"FA"
33.166;04/01/2017 00:00;"14:42";1.490;1.568;242,52;"FA"
33.170;04/01/2017 00:00;"15:32";1.595;2.300;206,8;"FA"
33.154;04/01/2017 00:00;"13:21";1.973;1.559;230,35;"FA"
33.157;04/01/2017 00:00;"13:40";2.697;1.559;664,08;"FA"
33.167;04/01/2017 00:00;"14:58";1.262;1.534;249,64;"FA"
33.153;04/01/2017 00:00;"13:13";1.017;685;87,78;"FA"
33.176;04/01/2017 00:00;"16:22";1.544;19;9090;"FA"
33.175;04/01/2017 00:00;"16:10";2.065;2.300;144,1;"FA"
33.182;04/01/2017 00:00;"16:53";1.005;2.300;211,52;"FA"
33.179;04/01/2017 00:00;"16:49";2.805;2.300;300;"FA"
33.181;04/01/2017 00:00;"16:52";1.580;1.559;835,8;"FA"
33.184;04/01/2017 00:00;"17:01";1.277;1.568;56,4;"FA"
45.995;16/06/2017 00:00;"17:33";724;2.182;561,13;"FA"
46.000;16/06/2017 00:00;"17:43";1.071;19;2466,96;"FA"
46.012;14/06/2017 00:00;"18:04";1;685;210;"FA"
33.173;04/01/2017 00:00;"16:02";1.096;19;9200;"FA"
33.716;11/01/2017 00:00;"11:46";1.222;2.300;823,2;"FA"
33.161;04/01/2017 00:00;"14:12";2.593;2.481;1162,28;"FA"
33.715;11/01/2017 00:00;"11:41";764;18;1869,9;"FA"
33.721;11/01/2017 00:00;"13:57";2.215;2.300;372;"FA"
33.717;11/01/2017 00:00;"11:50";2.710;2.481;420;"CC"
46.001;16/06/2017 00:00;"17:44";819;2.300;2653,62;"FA"
46.013;14/06/2017 00:00;"18:06";1;685;22;"FA"
33.186;04/01/2017 00:00;"17:14";1.731;1.534;117,5;"FA"
34.019;14/01/2017 00:00;"08:39";725;18;602,38;"FA"
33.187;04/01/2017 00:00;"17:14";1.831;2.182;440,4;"FA"
46.015;14/06/2017 00:00;"18:11";1;685;77,5;"FA"
33.168;04/01/2017 00:00;"15:13";1.765;2.182;900;"FA"
33.189;04/01/2017 00:00;"17:27";949;2.300;296,9;"FA"
33.194;04/01/2017 00:00;"17:58";2.577;22;16770,8;"FA"
33.188;04/01/2017 00:00;"17:23";1.139;2.300;245,9;"FA"
33.193;04/01/2017 00:00;"17:41";208;2.481;973,8;"FA"
33.178;04/01/2017 00:00;"16:46";880;1.534;928,8;"FA"
33.185;04/01/2017 00:00;"17:03";616;1.559;435,42;"FA"
33.718;11/01/2017 00:00;"12:35";1.027;93;136,2;"FA"
33.719;11/01/2017 00:00;"12:49";1.370;93;43,37;"FA"
33.720;11/01/2017 00:00;"13:19";713;93;840;"FA"
46.016;14/06/2017 00:00;"18:19";1;685;58,15;"FA"
46.017;16/06/2017 00:00;"19:45";1;685;31,15;"FA"
33.595;13/01/2017 00:00;"09:54";1;13;316;"CC"
46.018;16/06/2017 00:00;"19:50";1;685;211,62;"FA"
33.711;11/01/2017 00:00;"11:17";1.102;18;3680;"FA"
33.901;13/01/2017 00:00;"11:48";684;2.182;845,05;"FA"
46.019;16/06/2017 00:00;"19:52";1;685;27;"FA"
34.826;26/01/2017 00:00;"13:33";1.505;93;239,39;"FA"
46.020;16/06/2017 00:00;"19:55";1;685;151,87;"FA"
